iteration error_rho error_v error_T
673 0.000891663 0.00107955 0.000523771
674 0.000906251 0.00109318 0.000533208
675 0.000922501 0.00110815 0.000543933
676 0.000940613 0.00112468 0.000556129
677 0.000960831 0.00114301 0.000570003
678 0.000983446 0.00116345 0.000585794
679 0.0010088 0.00118635 0.000603782
680 0.0010373 0.00121213 0.000624292
681 0.00106944 0.00124128 0.000647716
682 0.00110572 0.00127244 0.000672531
683 0.00114387 0.00128249 0.000675868
684 0.00117948 0.00129053 0.000677108
685 0.00121203 0.00129657 0.000676342
686 0.0012411 0.00130058 0.000673665
687 0.00126632 0.00130247 0.000669182
688 0.00128742 0.00130216 0.000662998
689 0.00130417 0.00129954 0.000655226
690 0.00131641 0.00129455 0.000645975
691 0.00132406 0.00128712 0.000635353
692 0.00132707 0.00127723 0.000623467
693 0.00132541 0.00126489 0.000610421
694 0.00131915 0.00125018 0.000596318
695 0.00130834 0.0012332 0.000581265
696 0.00129313 0.0012141 0.000565373
697 0.00127367 0.00119305 0.000548762
